,Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,Revenue
95,3,89.5,0,0.0,48,1572.2,0.017687075,0.0388854,20.11392747,0.0,Nov,4,2,1,3,Returning_Visitor,False,True
96,0,0.0,0,0.0,11,572.0,0.036363636,0.072727273,0.0,0.0,Nov,1,1,4,3,Returning_Visitor,False,False
97,0,0.0,1,255.0,15,1418.25,0.0,0.00625,0.0,0.0,Mar,2,2,3,1,Returning_Visitor,False,False
98,0,0.0,0,0.0,69,1238.586029,0.018571429,0.045269841,0.0,0.0,Nov,1,8,7,1,Returning_Visitor,False,False
99,0,0.0,0,0.0,58,1645.966667,0.014285714,0.036607143,0.0,0.0,May,2,2,2,1,Returning_Visitor,False,False
100,0,0.0,0,0.0,5,210.0,0.16,0.173333333,0.0,0.4,May,1,1,1,3,Returning_Visitor,False,False
101,1,4.0,0,0.0,24,957.9,0.025,0.032638889,22.74458333,0.4,May,3,2,6,13,Returning_Visitor,False,True
102,7,86.75,1,0.0,101,3094.366667,0.000269542,0.014951401,56.72227169,0.0,Nov,2,2,1,2,Returning_Visitor,False,True
103,0,0.0,0,0.0,12,167.2222222,0.0,0.001666667,0.0,0.0,Mar,3,2,1,3,Returning_Visitor,True,False
104,4,255.5,0,0.0,14,770.5,0.0,0.002666667,0.0,0.0,Nov,3,2,7,8,Returning_Visitor,True,False
105,0,0.0,0,0.0,66,1216.352121,0.0,0.0,62.853261,0.0,Sep,2,2,4,2,New_Visitor,False,True
106,0,0.0,0,0.0,3,12.0,0.066666667,0.133333333,0.0,0.0,May,2,4,3,6,Returning_Visitor,False,False
107,3,32.0,0,0.0,15,276.3666667,0.0,0.0,55.82099528,0.0,Sep,2,4,1,2,New_Visitor,False,False
108,0,0.0,0,0.0,3,58.5,0.0,0.066666667,0.0,0.0,Dec,2,4,1,2,Returning_Visitor,False,False
109,7,144.8,1,96.2,34,1374.630952,0.019973545,0.028024691,0.0,0.0,Jul,1,1,3,4,Returning_Visitor,False,False
110,0,0.0,0,0.0,11,461.0,0.036363636,0.054545455,0.0,0.0,Dec,2,2,5,6,Returning_Visitor,False,False
111,1,19.33333333,1,104.0,42,2724.008983,0.0065,0.021312784,0.0,0.4,May,3,2,3,5,Returning_Visitor,False,False
112,0,0.0,0,0.0,20,873.7365079,0.0075,0.028166667,0.0,0.0,Feb,1,2,1,1,Returning_Visitor,False,False
113,10,214.7833333,3,30.2,52,1968.942963,0.004166667,0.023015892,17.75267237,0.0,June,3,3,3,2,Returning_Visitor,True,True
114,3,159.1666667,2,8.0,69,2766.942172,0.002816901,0.028665325,5.931332852,0.0,Dec,2,2,1,2,Returning_Visitor,False,False
115,1,492.1666667,0,0.0,63,4518.297619,0.012698413,0.039761905,8.137274079,0.0,Nov,2,2,2,1,Returning_Visitor,False,True
116,1,27.2,0,0.0,91,1596.412698,0.001098901,0.007912088,33.61787649,0.0,Sep,2,2,2,1,Returning_Visitor,False,False
117,0,0.0,0,0.0,9,2081.0,0.044444444,0.1,0.0,0.0,May,2,5,2,1,Returning_Visitor,False,False
118,10,779.45,0,0.0,39,1002.491667,0.01875,0.033796296,0.0,0.0,Nov,3,2,1,3,Returning_Visitor,False,False
119,0,0.0,0,0.0,12,261.0,0.033333333,0.083333333,0.0,0.0,Mar,2,2,7,1,Returning_Visitor,False,False
120,6,77.5,0,0.0,71,1361.780952,0.0,0.014003044,0.0,0.0,Dec,2,2,9,2,Returning_Visitor,False,False
121,0,0.0,0,0.0,51,874.4047619,0.008,0.0345,0.0,0.0,Nov,2,2,7,2,Returning_Visitor,False,False
122,2,17.0,0,0.0,6,35.2,0.025,0.075,0.0,0.0,Aug,2,2,7,1,Returning_Visitor,False,False
123,0,0.0,0,0.0,20,402.9583333,0.02,0.036666667,0.0,0.0,Dec,3,2,3,2,Returning_Visitor,False,False
124,2,16.6,1,18.46666667,32,783.2085714,0.0,0.005714286,0.0,0.0,Jul,2,4,2,5,New_Visitor,False,True
125,0,0.0,0,0.0,84,2524.194444,0.0,0.013730159,0.0,0.0,Nov,2,2,1,3,Returning_Visitor,False,True
126,0,0.0,1,0.0,37,1358.75,0.001754386,0.03245614,0.0,0.0,Mar,2,5,3,1,Returning_Visitor,False,False
127,0,0.0,0,0.0,39,805.7916667,0.007692308,0.013846154,0.0,0.0,Dec,2,2,4,1,Returning_Visitor,False,False
128,0,0.0,0,0.0,12,70.0,0.15,0.166666667,0.0,0.4,May,1,1,3,3,Returning_Visitor,False,False
129,4,438.8,0,0.0,4,599.0,0.0,0.011111111,0.0,0.0,Aug,3,2,3,5,New_Visitor,True,False
130,0,0.0,0,0.0,60,3386.0,0.025333333,0.063888889,0.0,0.8,May,2,2,1,6,Returning_Visitor,False,False
131,1,8.0,0,0.0,5,143.5,0.0,0.011111111,0.0,0.0,Mar,3,2,2,3,New_Visitor,True,False
132,3,152.0,1,64.4,9,358.4,0.0,0.015384615,0.0,0.0,Oct,2,2,1,2,New_Visitor,True,False
133,0,0.0,0,0.0,7,101.0,0.028571429,0.057142857,0.0,0.0,Mar,2,5,1,3,Returning_Visitor,False,False
134,1,4.0,0,0.0,32,673.125,0.006451613,0.010056926,17.05922581,0.8,May,2,2,3,4,Returning_Visitor,False,True
135,0,0.0,0,0.0,80,3734.958333,0.0025,0.026547619,0.0,0.0,Nov,2,2,1,2,Returning_Visitor,False,False
136,0,0.0,0,0.0,8,480.0,0.0,0.028571429,14.1374752,0.0,Nov,1,1,2,3,New_Visitor,True,True
137,1,9.0,0,0.0,7,638.0,0.0375,0.045833333,0.0,0.0,Mar,1,1,1,3,Returning_Visitor,False,False
138,0,0.0,0,0.0,59,1889.7,0.005747126,0.014203612,0.0,0.6,May,2,2,1,3,Returning_Visitor,False,False
139,0,0.0,0,0.0,2,0.0,0.2,0.2,0.0,0.0,June,3,2,4,13,Returning_Visitor,False,False
140,0,0.0,0,0.0,35,586.375,0.018285714,0.053714286,0.0,0.0,Nov,2,4,1,3,Returning_Visitor,False,False
141,4,195.5,0,0.0,31,1028.533333,0.018181818,0.031313131,77.66478213,0.0,Nov,3,2,1,13,Returning_Visitor,False,False
142,0,0.0,0,0.0,5,77.5,0.1,0.08,0.0,0.0,Nov,3,2,4,11,Returning_Visitor,True,False
143,1,21.0,0,0.0,31,945.6666667,0.006896552,0.010344828,0.0,0.0,May,2,2,1,4,New_Visitor,False,False
144,0,0.0,0,0.0,9,152.0,0.111111111,0.155555556,0.0,0.0,Jul,2,2,7,1,Returning_Visitor,True,False
145,3,81.5,0,0.0,3,40.5,0.0,0.04,0.0,0.0,Nov,1,1,1,8,New_Visitor,False,False
146,4,142.5,0,0.0,56,1885.33744,0.010714286,0.038102106,5.04016763,0.0,Nov,2,5,3,11,Returning_Visitor,False,True
147,7,322.25,1,0.0,121,4875.106113,0.011806061,0.020025438,0.0,0.0,Nov,3,2,1,13,Returning_Visitor,False,False
148,0,0.0,0,0.0,6,286.2,0.0,0.022222222,0.0,0.0,Aug,2,2,6,1,Returning_Visitor,False,False
149,0,0.0,0,0.0,7,128.0,0.028571429,0.057142857,0.0,0.6,May,3,2,1,3,Returning_Visitor,False,False
150,0,0.0,0,0.0,16,865.5833333,0.0,0.002083333,93.77761706,0.0,Dec,1,1,1,2,New_Visitor,True,True
151,3,16.0,0,0.0,29,423.1666667,0.010344828,0.029885057,0.0,0.0,Dec,3,2,6,1,Returning_Visitor,True,False
152,0,0.0,0,0.0,22,354.3333333,0.009090909,0.057662338,0.0,0.0,Mar,1,1,7,2,Returning_Visitor,True,False
153,0,0.0,0,0.0,4,163.5,0.0,0.025,0.0,0.0,Nov,3,6,2,2,Returning_Visitor,False,False
154,0,0.0,0,0.0,13,324.0,0.0,0.003030303,0.0,0.0,May,2,2,2,2,New_Visitor,True,False
155,0,0.0,0,0.0,54,3371.05,0.003773585,0.022012579,0.0,0.0,Jul,2,4,1,3,Returning_Visitor,False,False
156,0,0.0,0,0.0,8,249.0,0.0,0.020833333,0.0,0.0,Nov,2,2,2,2,Returning_Visitor,False,False
157,1,174.0,0,0.0,9,272.0,0.013333333,0.073333333,0.0,0.0,May,1,1,3,4,Returning_Visitor,False,False
158,0,0.0,1,0.0,48,783.6944444,0.012244898,0.01877551,0.0,0.0,Dec,2,2,3,2,Returning_Visitor,False,False
159,0,0.0,0,0.0,23,1888.5,0.0,0.008695652,46.00643478,0.0,May,2,2,4,4,New_Visitor,True,True
160,0,0.0,0,0.0,4,568.4782609,0.05,0.068285714,0.0,0.4,May,2,2,1,7,Returning_Visitor,False,False
161,1,33.5,0,0.0,37,1702.916667,0.0,0.009047619,0.0,0.0,Nov,2,4,3,2,New_Visitor,False,False
162,0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,May,2,2,3,2,Returning_Visitor,False,False
163,3,90.5,2,16.0,47,2986.916667,0.022278912,0.044557823,0.0,0.0,Dec,2,2,8,1,Returning_Visitor,False,False
164,0,0.0,3,55.4,36,1018.018025,0.01025641,0.038075929,0.0,0.0,Nov,2,2,1,2,Returning_Visitor,False,False
165,13,225.5386364,8,368.1547619,111,3874.240873,0.006494118,0.021731397,6.245397811,0.0,Nov,2,2,9,2,Returning_Visitor,False,False
166,12,155.6,6,282.0,52,1283.052597,0.024747475,0.039201413,12.07468889,0.0,May,1,1,3,2,Returning_Visitor,False,False
167,5,37.0,1,16.0,18,463.5,0.0,0.004545455,0.0,0.0,May,2,5,1,6,Returning_Visitor,False,False
168,0,0.0,0,0.0,10,276.0,0.044444444,0.055555556,0.0,0.0,Mar,3,2,3,10,Returning_Visitor,False,False
169,1,0.0,0,0.0,77,4350.647321,0.012727273,0.023842532,14.38546841,0.0,Nov,2,2,1,2,Returning_Visitor,False,False
170,8,69.83333333,1,157.0,45,901.9166667,0.007189542,0.02627451,7.802611111,0.0,May,2,2,1,6,Returning_Visitor,False,False
171,0,0.0,0,0.0,12,1437.75,0.016666667,0.066666667,0.0,0.0,Nov,2,2,3,1,Returning_Visitor,False,False
172,4,202.0,0,0.0,28,714.9666667,0.014666667,0.016973138,0.0,0.0,May,1,1,1,4,Returning_Visitor,True,False
173,2,33.0,0,0.0,22,460.6666667,0.0,0.025,0.0,0.6,May,3,2,3,1,Returning_Visitor,False,False
174,6,81.83333333,0,0.0,7,166.5,0.0,0.015384615,0.0,0.0,Nov,2,2,3,3,New_Visitor,False,False
175,4,406.0,0,0.0,55,2570.42619,0.003508772,0.017278044,0.0,0.0,Nov,3,2,4,2,Returning_Visitor,True,False
176,0,0.0,0,0.0,102,4509.0,0.011764706,0.037679739,0.0,0.0,Nov,2,2,7,1,Returning_Visitor,False,False
177,0,0.0,0,0.0,6,56.5,0.066666667,0.116666667,0.0,0.0,May,2,6,1,3,Returning_Visitor,True,False
178,0,0.0,0,0.0,13,277.0,0.0,0.015384615,0.0,0.0,Nov,4,1,1,8,Returning_Visitor,False,False
179,0,0.0,0,0.0,3,223.0,0.066666667,0.133333333,0.0,0.0,Mar,1,1,8,3,Returning_Visitor,False,False
180,0,0.0,0,0.0,10,490.5666667,0.02,0.035,0.0,0.0,June,3,2,2,1,Returning_Visitor,False,False
181,0,0.0,0,0.0,11,296.45,0.0,0.007792208,0.0,0.0,Mar,3,2,6,2,Returning_Visitor,False,False
182,6,253.0,0,0.0,21,686.4,0.003846154,0.012179487,0.0,0.0,Mar,1,1,3,3,Returning_Visitor,False,False
183,15,275.9104437,6,606.75,47,1813.86461,0.007377049,0.019090804,9.417272131,0.0,May,3,2,4,6,Returning_Visitor,True,False
184,3,21.5,2,70.875,28,1338.225,0.007070707,0.032525253,0.0,0.0,Dec,1,1,2,3,Returning_Visitor,False,False
185,3,179.0,0,0.0,15,432.75,0.0,0.011111111,0.0,0.0,Dec,2,2,1,2,New_Visitor,False,False
186,0,0.0,0,0.0,11,1855.6,0.027272727,0.054545455,0.0,0.0,Sep,2,2,1,1,Returning_Visitor,False,False
187,0,0.0,0,0.0,96,5947.97123,0.0125,0.028333333,0.0,0.0,Nov,2,2,1,1,Returning_Visitor,True,True
188,3,49.5,0,0.0,22,458.25,0.02,0.056666667,0.0,0.0,Nov,1,1,1,3,Returning_Visitor,False,False
189,3,49.5,0,0.0,68,2853.020833,0.008823529,0.012826797,0.0,0.0,Nov,1,1,1,3,Returning_Visitor,False,False
190,0,0.0,0,0.0,21,1003.0,0.0,0.008333333,0.0,0.0,Mar,2,4,1,1,Returning_Visitor,False,False
191,0,0.0,0,0.0,15,575.6666667,0.043333333,0.044444444,0.0,0.0,May,2,2,2,2,Returning_Visitor,False,False
192,0,0.0,0,0.0,5,0.0,0.2,0.2,0.0,0.0,Jul,3,2,2,13,Returning_Visitor,True,False
193,2,34.2,0,0.0,5,63.4,0.0,0.028571429,0.0,0.0,Jul,4,1,2,2,New_Visitor,False,False
194,6,91.88888889,0,0.0,25,437.2222222,0.028571429,0.035,0.0,0.0,Mar,3,2,1,1,Returning_Visitor,True,False
195,0,0.0,16,1210.397619,5,279.8571429,0.003174603,0.012764202,0.0,0.0,Mar,2,2,1,8,Returning_Visitor,False,False
196,3,67.4,0,0.0,34,544.6833333,0.0,0.01754386,0.0,0.0,Sep,1,1,2,2,Returning_Visitor,False,False
197,4,174.0,1,18.5,11,305.875,0.0,0.001709402,0.0,0.0,Mar,1,2,3,8,New_Visitor,True,False
198,1,4.0,0,0.0,13,161.1666667,0.024615385,0.061538462,0.0,0.6,May,2,5,9,5,Returning_Visitor,False,False
199,0,0.0,0,0.0,29,1102.85,0.009195402,0.028275862,0.0,0.0,Nov,1,1,1,3,Returning_Visitor,False,False
200,0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,Mar,1,1,1,3,Returning_Visitor,True,False
201,7,188.1666667,0,0.0,52,1089.642857,0.003508772,0.010233918,20.11792982,0.0,May,2,5,6,5,Returning_Visitor,True,True
202,0,0.0,0,0.0,9,296.3928571,0.0,0.025,0.0,0.0,Dec,1,1,1,3,Returning_Visitor,False,False
203,0,0.0,2,18.0,1,46.0,0.0,0.066666667,0.0,0.0,Mar,2,2,7,10,Returning_Visitor,False,False
204,5,107.0,0,0.0,34,777.2125,0.0,0.013513514,0.0,0.0,Dec,2,2,1,1,Returning_Visitor,True,False
205,2,36.75,2,9.0,20,393.5833333,0.008333333,0.033872603,0.0,0.0,Nov,1,1,3,6,Returning_Visitor,False,False
206,0,0.0,0,0.0,2,689.0,0.0,0.1,0.0,0.0,May,2,2,3,2,New_Visitor,False,False
207,0,0.0,0,0.0,1,41.5,0.133333333,0.15,0.0,0.0,Dec,3,2,3,1,Returning_Visitor,True,False
208,0,0.0,0,0.0,12,1638.5,0.083333333,0.116666667,0.0,0.8,May,2,2,5,13,Returning_Visitor,False,False
209,0,0.0,0,0.0,38,2259.2,0.022222222,0.037962963,0.0,0.2,May,2,2,7,11,Returning_Visitor,False,False
210,1,11.0,1,0.0,12,91.75,0.0,0.038095238,0.0,0.0,Nov,1,1,1,3,Returning_Visitor,False,False
211,0,0.0,0,0.0,5,17.0,0.0,0.04,0.0,0.0,May,4,2,3,1,Returning_Visitor,False,False
212,0,0.0,0,0.0,4,44.4,0.0,0.05,0.0,0.0,June,2,10,1,3,Returning_Visitor,False,False
213,0,0.0,2,6.0,1,25.0,0.0,0.066666667,0.0,1.0,May,3,2,1,2,Returning_Visitor,True,False
