k,dim1,dim2,dim3,tvd,mae,max,l1d,l2d,hellinger,jensen_shannon,dataset,synthesizer
k=2,fnlwgt,workclass,workclass,0.026862126858032007,0.0006472801652537833,0.005118545514106704,0.05372425371606401,0.009770797953855598,0.03340820902431738,0.001030663048150408,adult,mostly
k=2,education,workclass,workclass,0.02800868105319192,0.0006023372269503639,0.005609925883460959,0.05601736210638384,0.01079546754238341,0.03593936531113863,0.0011754397744335354,adult,mostly
k=2,education-num,workclass,workclass,0.024036689734245085,0.00090704489563189,0.006019409524589486,0.04807337946849017,0.011669349824733687,0.029747214110502018,0.0008201236407915759,adult,mostly
k=2,marital-status,workclass,workclass,0.02100651078989392,0.0007370705540313656,0.006920273535072269,0.04201302157978784,0.011661587984981805,0.03004457810791308,0.0008123909051161564,adult,mostly
k=2,occupation,workclass,workclass,0.03480610949592562,0.0009535920409842636,0.013021579787887483,0.06961221899185124,0.017745246551676645,0.042482796427472935,0.0016764472898091608,adult,mostly
k=2,relationship,workclass,workclass,0.021989271528602427,0.0008457412126385549,0.00769829245321646,0.043978543057204854,0.011626307141777552,0.028902203796400162,0.000745741428913455,adult,mostly
k=2,race,workclass,workclass,0.018058228573768497,0.0008599156463699284,0.011547438679824773,0.036116457147536994,0.013919553025497989,0.028839706184046635,0.0007047829136355224,adult,mostly
k=2,sex,workclass,workclass,0.014659514352401634,0.0015431067739370141,0.011588387043937609,0.02931902870480327,0.013945187693992108,0.020193901608976217,0.0003635814831367488,adult,mostly
k=2,capital-gain,workclass,workclass,0.01306252815200028,0.002612505630400056,0.012079767413291753,0.02612505630400056,0.01438937400855919,0.017460462851580833,0.00026071163662230246,adult,mostly
k=2,capital-loss,workclass,workclass,0.01306252815200028,0.002612505630400056,0.012079767413291753,0.02612505630400056,0.01438937400855919,0.017460462851580833,0.00026071163662230246,adult,mostly
k=2,hours-per-week,workclass,workclass,0.022562548626182375,0.0008514169292899009,0.005364235698783804,0.04512509725236475,0.00968166896778392,0.03219136225849969,0.0009588535510639728,adult,mostly
k=2,native-country,workclass,workclass,0.021579787887473865,0.0005077597149993851,0.01408623725482161,0.04315957577494773,0.016501835102694054,0.03396157070553674,0.001033904217249981,adult,mostly
k=2,income,workclass,workclass,0.01719831292739855,0.0018103487291998475,0.007698292453216488,0.0343966258547971,0.012665428974495917,0.023544221440393136,0.0004851241727602368,adult,mostly
k=2,age,fnlwgt,fnlwgt,0.04082551902051512,0.0008165103804103024,0.002497850210884075,0.08165103804103024,0.00997763001811356,0.034999109682692174,0.0012242897330469156,adult,mostly
k=2,education,fnlwgt,fnlwgt,0.03910568772777528,0.0007110125041413686,0.004422423324188199,0.07821137545555056,0.011245676306067069,0.03679162265651527,0.0013522312665766316,adult,mostly
k=2,education-num,fnlwgt,fnlwgt,0.0314892920027845,0.0010496430667594832,0.004381474960075342,0.062978584005569,0.011434496158113197,0.028695606714949223,0.0008229525661466911,adult,mostly
k=2,capital-gain,fnlwgt,fnlwgt,0.014946152901191612,0.0029892305802383225,0.0064288931657180415,0.029892305802383223,0.01071721250424013,0.011933733125718465,0.00014240754993968124,adult,mostly
k=2,capital-loss,fnlwgt,fnlwgt,0.014946152901191612,0.0029892305802383225,0.0064288931657180415,0.029892305802383223,0.01071721250424013,0.011933733125718465,0.00014240754993968124,adult,mostly
k=2,age,education,education,0.04479751033946194,0.0008145001879902172,0.005568977519348102,0.08959502067892389,0.012913740367340913,0.042581150150448076,0.0017798411349645234,adult,mostly
k=2,capital-gain,education,education,0.015314688178207286,0.002784488759674052,0.007411653904426524,0.03062937635641457,0.012488378353875047,0.01331428029560167,0.00017724815849430402,adult,mostly
k=2,capital-loss,education,education,0.015314688178207286,0.002784488759674052,0.007411653904426524,0.03062937635641457,0.012488378353875047,0.01331428029560167,0.00017724815849430402,adult,mostly
k=2,age,education-num,education-num,0.04098931247696655,0.001366310415898885,0.005650874247573809,0.0819786249539331,0.013733155864125062,0.03736226145485791,0.0013695309726839842,adult,mostly
k=2,education,education-num,education-num,0.015396584906433,0.0021995121294904286,0.007411653904426524,0.030793169812866,0.012285191687634808,0.015709270317062443,0.00024042148143167376,adult,mostly
k=2,capital-gain,education-num,education-num,0.012980631423774622,0.004326877141258207,0.006961221899185133,0.025961262847549245,0.012155389288518637,0.010271163737267965,0.00010549303851928944,adult,mostly
k=2,capital-loss,education-num,education-num,0.012980631423774622,0.004326877141258207,0.006961221899185133,0.025961262847549245,0.012155389288518637,0.010271163737267965,0.00010549303851928944,adult,mostly
k=2,age,marital-status,marital-status,0.03140739527455877,0.000910359283320544,0.005200442242332418,0.06281479054911754,0.012744220365525789,0.03515272586311641,0.0011846893126782052,adult,mostly
k=2,fnlwgt,marital-status,marital-status,0.02723066213504771,0.0007780189181442203,0.003767249498382537,0.05446132427009542,0.00978760130398039,0.029947151492522667,0.0008759307831049123,adult,mostly
k=2,education,marital-status,marital-status,0.027599197412063382,0.0007359785976550235,0.005405184062896695,0.055198394824126765,0.010873622012347487,0.030564381344762866,0.0009074852341284655,adult,mostly
k=2,education-num,marital-status,marital-status,0.022194013349166708,0.001056857778531748,0.005650874247573809,0.044388026698333416,0.010494770947279356,0.023609037504487857,0.0005502996938313242,adult,mostly
k=2,capital-gain,marital-status,marital-status,0.008353466279022136,0.002386704651149182,0.006469841529830881,0.01670693255804427,0.008164039980908587,0.015261286889871585,0.00023273197645324911,adult,mostly
k=2,capital-loss,marital-status,marital-status,0.008353466279022136,0.002386704651149182,0.006469841529830881,0.01670693255804427,0.008164039980908587,0.015261286889871585,0.00023273197645324911,adult,mostly
k=2,hours-per-week,marital-status,marital-status,0.01793538348142991,0.0008540658800680909,0.0041767331395110765,0.03587076696285982,0.008060693536312816,0.028445533120446276,0.0007878762020489367,adult,mostly
k=2,income,marital-status,marital-status,0.016010810368125808,0.0022872586240179726,0.008926743376602098,0.032021620736251616,0.013366991204686563,0.018514464329104856,0.0003425247521140612,adult,mostly
k=2,age,occupation,occupation,0.054256582449531146,0.0009864833172642026,0.0034806109495925646,0.10851316489906229,0.013289621084976048,0.04603363855359857,0.002117007784870512,adult,mostly
k=2,fnlwgt,occupation,occupation,0.040579828835838,0.0007378150697425091,0.0020474182056426857,0.081159657671676,0.009541056709916259,0.03536093252819628,0.001249626562395988,adult,mostly
k=2,education,occupation,occupation,0.04250440194914214,0.000708406699152369,0.005732770975799516,0.08500880389828427,0.014201586937588828,0.04051804028596168,0.001621107144428865,adult,mostly
k=2,education-num,occupation,occupation,0.03582981859874697,0.0010857520787499082,0.006387944801605178,0.07165963719749394,0.01460439350773061,0.034098602427638625,0.001161813869722441,adult,mostly
k=2,marital-status,occupation,occupation,0.03423283239834569,0.0009008640104827812,0.00728880881208796,0.06846566479669138,0.013617285980653485,0.034243675646649874,0.0011455777081353553,adult,mostly
k=2,capital-gain,occupation,occupation,0.020310388599975433,0.0036927979272682603,0.013799598706031702,0.040620777199950865,0.018189187747465536,0.020405357097739038,0.000416273309823655,adult,mostly
k=2,capital-loss,occupation,occupation,0.020310388599975433,0.0036927979272682603,0.013799598706031702,0.040620777199950865,0.018189187747465536,0.020405357097739038,0.000416273309823655,adult,mostly
k=2,hours-per-week,occupation,occupation,0.039719913189468076,0.001203633733014184,0.007247860447975103,0.07943982637893615,0.013196432294965942,0.039834227581971436,0.0015845271896490955,adult,mostly
k=2,native-country,occupation,occupation,0.03165308545923591,0.0005275514243205985,0.014209082347160229,0.06330617091847182,0.018228784157007735,0.043597291167958546,0.001815498920493651,adult,mostly
k=2,income,occupation,occupation,0.027230662135047712,0.002475514739549792,0.011383645223373332,0.054461324270095424,0.016843869545133706,0.027466799855763276,0.0007535747977444391,adult,mostly
k=2,age,relationship,relationship,0.03603456041931126,0.001201152013977042,0.005364235698783831,0.07206912083862252,0.013257155409858903,0.03389069756020585,0.0011472460165957662,adult,mostly
k=2,fnlwgt,relationship,relationship,0.031694033823348754,0.0010564677941116252,0.004135784775398221,0.06338806764669751,0.010962543209385427,0.028835643300796104,0.0008309871601308049,adult,mostly
k=2,education,relationship,relationship,0.024364276647147947,0.0007383114135499377,0.003971991318946808,0.048728553294295894,0.009762900693487831,0.02626007385263012,0.0006890161432443428,adult,mostly
k=2,education-num,relationship,relationship,0.02157978788747391,0.0011988771048596616,0.003726301134269687,0.04315957577494782,0.009898838264028475,0.021060142230786994,0.0004433687642780228,adult,mostly
k=2,marital-status,relationship,relationship,0.02067892387699112,0.0014261326811718014,0.006633634986282295,0.04135784775398224,0.012472390428499954,0.033240737106578544,0.0010123941294969507,adult,mostly
k=2,occupation,relationship,relationship,0.0376724949838254,0.001141590757085618,0.004709061872978173,0.0753449899676508,0.013103860401403501,0.03704016956630298,0.0013693442655608396,adult,mostly
k=2,race,relationship,relationship,0.014331927439498798,0.0009554618292999199,0.003644404406043994,0.028663854878997596,0.008139562512891992,0.02087333211345953,0.0004332034752902599,adult,mostly
k=2,capital-gain,relationship,relationship,0.011178903402809024,0.003726301134269675,0.005732770975799523,0.02235780680561805,0.010234633831467622,0.011104880667914844,0.00012329867747061404,adult,mostly
k=2,capital-loss,relationship,relationship,0.011178903402809024,0.003726301134269675,0.005732770975799523,0.02235780680561805,0.010234633831467622,0.011104880667914844,0.00012329867747061404,adult,mostly
k=2,hours-per-week,relationship,relationship,0.020105646779411148,0.0011169803766339526,0.004258629867736785,0.040211293558822296,0.008578853305325197,0.02254218238382741,0.0005076926126942581,adult,mostly
k=2,native-country,relationship,relationship,0.02153883952336104,0.0006526921067685163,0.006183202981040914,0.04307767904672208,0.011160063278939448,0.03347232720869354,0.001098657840367423,adult,mostly
k=2,income,relationship,relationship,0.018181073666107033,0.003030178944351172,0.009500020474182053,0.036362147332214066,0.014423243866720437,0.01718731923555017,0.00029509396990468284,adult,mostly
k=2,age,race,race,0.02235780680561813,0.0008943122722247252,0.00843536300724787,0.04471561361123626,0.01261369143667532,0.025687635479276535,0.0006577870398065489,adult,mostly
k=2,fnlwgt,race,race,0.03173498218746161,0.0012693992874984643,0.008066827730232179,0.06346996437492322,0.014856639856470894,0.037476768061757634,0.0013964806434698391,adult,mostly
k=2,education,race,race,0.019982801687072605,0.0007266473340753675,0.0053232873346709675,0.03996560337414521,0.011084382562521007,0.02445347493372474,0.0005948191392223106,adult,mostly
k=2,education-num,race,race,0.014946152901191594,0.0009964101934127729,0.005282338970558131,0.02989230580238319,0.009901548140071166,0.016699006797138448,0.00027838145425430026,adult,mostly
k=2,marital-status,race,race,0.013635805249580277,0.0008021061911517811,0.005446132427009542,0.027271610499160555,0.008598571467170576,0.024498738233113465,0.0005830865449654488,adult,mostly
k=2,occupation,race,race,0.027312558863273415,0.0009931839586644878,0.01224356086974325,0.05462511772654683,0.017546075388222886,0.030983259136354177,0.0009579757756323753,adult,mostly
k=2,capital-gain,race,race,0.003603456041931147,0.0014413824167724587,0.002743540395561239,0.007206912083862294,0.0038967699122461515,0.007070369277659067,4.997601461418391e-05,adult,mostly
k=2,capital-loss,race,race,0.003603456041931147,0.0014413824167724587,0.002743540395561239,0.007206912083862294,0.0038967699122461515,0.007070369277659067,4.997601461418391e-05,adult,mostly
k=2,hours-per-week,race,race,0.013062528152000347,0.0008708352101333565,0.005609925883460987,0.026125056304000693,0.008238257264613014,0.01868724884464088,0.0003477484865869248,adult,mostly
k=2,native-country,race,race,0.011056058310470535,0.0004422423324188214,0.0025387985749969304,0.02211211662094107,0.0053030898235329185,0.03368195038026317,0.000966484129262797,adult,mostly
k=2,income,race,race,0.009090536833053487,0.0018181073666106973,0.008025879366119315,0.018181073666106974,0.009989890338877294,0.011123132759261214,0.0001236572466550498,adult,mostly
k=2,age,sex,sex,0.026534539945129193,0.002653453994512919,0.006224151345153764,0.053069079890258386,0.014181382750312124,0.0213729294453125,0.0004567381000264027,adult,mostly
k=2,fnlwgt,sex,sex,0.020187543507636855,0.0020187543507636857,0.007043118627410833,0.04037508701527371,0.011903514074063853,0.017641537212234368,0.0003111837339945121,adult,mostly
k=2,education,sex,sex,0.019245731133041243,0.0017496119211855676,0.007452602268539374,0.038491462266082486,0.012521498215475374,0.018919343719711632,0.00035780120459078023,adult,mostly
k=2,education-num,sex,sex,0.0161746038245772,0.0026957673040962,0.007165963719749396,0.0323492076491544,0.012660132291019675,0.01472149542722222,0.0002167021286089174,adult,mostly
k=2,marital-status,sex,sex,0.014045288890708808,0.0020064698415298296,0.005650874247573809,0.028090577781417617,0.009072072872745173,0.02600391725063059,0.0006494843693484731,adult,mostly
k=2,occupation,sex,sex,0.027640145776176246,0.0025127405251069313,0.009418123745956353,0.05528029155235249,0.016428920513254317,0.027927698501405526,0.000779381626153663,adult,mostly
k=2,relationship,sex,sex,0.016297448916915754,0.002963172530348319,0.008148724458457893,0.03259489783383151,0.012394170868341912,0.017507143333836347,0.00029388091860346657,adult,mostly
k=2,race,sex,sex,0.005118545514106747,0.0010237091028213493,0.0032349207649154943,0.010237091028213494,0.004277095345160189,0.009242950302839812,8.531545033430661e-05,adult,mostly
k=2,capital-gain,sex,sex,0.0034396625854797303,0.0034396625854797303,0.0034396625854797858,0.0068793251709594605,0.00486441747837274,0.0025746855696417276,6.628994925808682e-06,adult,mostly
k=2,capital-loss,sex,sex,0.0034396625854797303,0.0034396625854797303,0.0034396625854797858,0.0068793251709594605,0.00486441747837274,0.0025746855696417276,6.628994925808682e-06,adult,mostly
k=2,hours-per-week,sex,sex,0.01072847139756769,0.0017880785662612818,0.003726301134269687,0.02145694279513538,0.007343812551424511,0.012383028191201564,0.00015331864667780625,adult,mostly
k=2,native-country,sex,sex,0.010523729577003368,0.000956702688818488,0.00524139060644524,0.021047459154006735,0.007268767170303247,0.01757398779176465,0.00030846291048116595,adult,mostly
k=2,income,sex,sex,0.009377175381843506,0.004688587690921753,0.009377175381843489,0.018754350763687012,0.01151239061342068,0.008188105892102997,6.704277873037538e-05,adult,mostly
k=2,age,capital-gain,capital-gain,0.02002375005118545,0.00400475001023709,0.009418123745956353,0.0400475001023709,0.015111000547045063,0.01700677830836852,0.00028919379403046213,adult,mostly
k=2,age,capital-loss,capital-loss,0.02002375005118545,0.00400475001023709,0.009418123745956353,0.0400475001023709,0.015111000547045063,0.01700677830836852,0.00028919379403046213,adult,mostly
k=2,capital-gain,capital-loss,capital-loss,0.0,0.0,0.0,0.0,0.0,0.0,0.0,adult,mostly
k=2,age,hours-per-week,hours-per-week,0.0343966258547971,0.0011465541951599034,0.005036648785881004,0.0687932517095942,0.012113796849224243,0.038634320889075605,0.0014895392357763412,adult,mostly
k=2,fnlwgt,hours-per-week,hours-per-week,0.025142295565292162,0.0008380765188430721,0.0033987142213668525,0.050284591130584325,0.009055423119554686,0.024111143774026098,0.0005810878170881156,adult,mostly
k=2,education,hours-per-week,hours-per-week,0.025347037385856447,0.0007680920419956499,0.004586216780639613,0.050694074771712894,0.008730744359971074,0.025266693697335668,0.0006379415465509916,adult,mostly
k=2,education-num,hours-per-week,hours-per-week,0.020719872241103977,0.0011511040133946654,0.004176733139511085,0.041439744482207955,0.008648736545540959,0.020138378910221952,0.0004053905361679268,adult,mostly
k=2,capital-gain,hours-per-week,hours-per-week,0.004831906965316733,0.0016106356551055777,0.0032758691290283026,0.009663813930633466,0.0048412674396015815,0.005449834548713195,2.9700147432992264e-05,adult,mostly
k=2,capital-loss,hours-per-week,hours-per-week,0.004831906965316733,0.0016106356551055777,0.0032758691290283026,0.009663813930633466,0.0048412674396015815,0.005449834548713195,2.9700147432992264e-05,adult,mostly
k=2,age,native-country,native-country,0.02751730068383768,0.0005003145578879578,0.007534498996765088,0.05503460136767536,0.01337062849833665,0.035136779427680426,0.0012266813480373531,adult,mostly
k=2,fnlwgt,native-country,native-country,0.026452643216903476,0.00048095714939824503,0.005650874247573809,0.05290528643380695,0.010821685045296917,0.042827306230467675,0.0017910304012175731,adult,mostly
k=2,education,native-country,native-country,0.026002211211662074,0.0004370119531371777,0.0076982924532164945,0.05200442242332415,0.013229427234307969,0.04260905084802859,0.0016424553569011683,adult,mostly
k=2,education-num,native-country,native-country,0.020965562425781067,0.0006353200735085172,0.008312517914909306,0.041931124851562133,0.012530199418533219,0.029260787419262066,0.0008210976303292321,adult,mostly
k=2,marital-status,native-country,native-country,0.015928913639900084,0.0004684974599970613,0.0055689775193480985,0.03185782727980017,0.008364498993505066,0.03469643071930018,0.0011113001835231307,adult,mostly
k=2,capital-gain,native-country,native-country,0.0076573440891036645,0.0013922443798370298,0.003644404406043973,0.015314688178207329,0.005951193557074517,0.016129472605635246,0.0002599106178136092,adult,mostly
k=2,capital-loss,native-country,native-country,0.0076573440891036645,0.0013922443798370298,0.003644404406043973,0.015314688178207329,0.005951193557074517,0.016129472605635246,0.0002599106178136092,adult,mostly
k=2,hours-per-week,native-country,native-country,0.013758650341918859,0.0004169287982399654,0.003971991318946808,0.027517300683837717,0.006623516562170519,0.02684863957582627,0.0007154049322682474,adult,mostly
k=2,income,native-country,native-country,0.013062528152000352,0.0011875025592727592,0.007534498996765088,0.026125056304000704,0.010418120105248129,0.01940191388126949,0.00037581130817394766,adult,mostly
k=2,age,income,income,0.027189713770934848,0.0027189713770934846,0.008271569550796443,0.054379427541869696,0.01507856441160965,0.031196361810759115,0.000967370400050759,adult,mostly
k=2,fnlwgt,income,income,0.018590557307235585,0.0018590557307235586,0.004463371688301063,0.03718111461447117,0.009883751017716299,0.0156706183731337,0.00024554197362290804,adult,mostly
k=2,education,income,income,0.018017280209655637,0.0016379345645141487,0.00720691208386226,0.03603456041931127,0.012268802319553719,0.019122790842798925,0.0003654919455980516,adult,mostly
k=2,education-num,income,income,0.01474141108062734,0.002456901846771223,0.006551738258056605,0.02948282216125468,0.011586722944994412,0.014664680953075307,0.00021497332874099474,adult,mostly
k=2,capital-gain,income,income,0.008967691740714975,0.008967691740714975,0.00896769174071499,0.01793538348142995,0.012682231282900308,0.007381178242115437,5.448059522020947e-05,adult,mostly
k=2,capital-loss,income,income,0.008967691740714975,0.008967691740714975,0.00896769174071499,0.01793538348142995,0.012682231282900308,0.007381178242115437,5.448059522020947e-05,adult,mostly
k=2,hours-per-week,income,income,0.020433233692314014,0.0034055389487190023,0.007452602268539388,0.04086646738462803,0.013841395087209114,0.018548805623067786,0.00034396464303735404,adult,mostly
k=3,age,fnlwgt,workclass,0.04307767904672208,0.0005743690539562943,0.0040538880471725144,0.08615535809344416,0.010387817940382457,0.042431627033050485,0.0017971680526190953,adult,mostly
k=3,age,fnlwgt,marital-status,0.04549363252938045,0.0006147788179646006,0.004381474960075345,0.0909872650587609,0.012153044006570283,0.046569958106141555,0.0021207035825313,adult,mostly
k=3,age,fnlwgt,occupation,0.04709061872978175,0.00062787491639709,0.0029482822161254656,0.0941812374595635,0.009975949348703132,0.043091242308395304,0.0018543193877410722,adult,mostly
k=3,age,fnlwgt,relationship,0.05319192498259695,0.000709225666434626,0.004340526595962492,0.1063838499651939,0.013006634071690615,0.05006216816398867,0.0024993295307647123,adult,mostly
k=3,age,fnlwgt,race,0.038614307358421036,0.0006178289177347366,0.005159493878219561,0.07722861471684207,0.013042295029514272,0.04300209587102222,0.0018366165957825207,adult,mostly
k=3,age,fnlwgt,sex,0.03562507677818272,0.0014250030711273087,0.004094836411285368,0.07125015355636544,0.012445204237674675,0.029887296425230168,0.0008929299376213327,adult,mostly
k=3,age,fnlwgt,hours-per-week,0.04193112485156218,0.0008386224970312437,0.0030711273084640268,0.08386224970312436,0.010885181254620228,0.04023162819490449,0.0016162879747482909,adult,mostly
k=3,age,fnlwgt,native-country,0.034724212767699936,0.00046298950356933247,0.004381474960075349,0.06944842553539987,0.01185340211330646,0.04087414096377943,0.0016565840856560402,adult,mostly
k=3,age,fnlwgt,income,0.03120265345399452,0.0012481061381597808,0.00360345604193113,0.06240530690798904,0.01126474537319238,0.03615742780585823,0.001299647047381609,adult,mostly
k=3,education,fnlwgt,workclass,0.0445518201547848,0.0004950202239420534,0.0052413906064452676,0.0891036403095696,0.011782175777933591,0.044875606504882454,0.002007755970253658,adult,mostly
k=3,education,fnlwgt,marital-status,0.045002252160026214,0.0005000250240002913,0.004258629867736782,0.09000450432005243,0.010920860384642244,0.04543818728286653,0.002054091036904694,adult,mostly
k=3,education,fnlwgt,occupation,0.047049670365668886,0.0005227741151740987,0.003480610949592563,0.09409934073133777,0.010129900300709095,0.047253879014845,0.002227047896497386,adult,mostly
k=3,education,fnlwgt,relationship,0.047008722001556036,0.0005223191333506226,0.0029073338520126113,0.09401744400311207,0.010282524788154133,0.04697260510721655,0.00219347544729222,adult,mostly
k=3,education,fnlwgt,race,0.035584128414069854,0.00047763930757140744,0.008885795012489255,0.07116825682813971,0.01338391502392025,0.04671766361358812,0.0020541977391203546,adult,mostly
k=3,education,fnlwgt,sex,0.03222636255681586,0.0010742120852271953,0.004381474960075345,0.06445272511363172,0.011894213461441322,0.02973318592362975,0.0008835988640803032,adult,mostly
k=3,education,fnlwgt,hours-per-week,0.04143974448220794,0.000690662408036799,0.0058556160681380795,0.08287948896441588,0.011137653943713825,0.03838303093374545,0.0014717781953919422,adult,mostly
k=3,education,fnlwgt,native-country,0.0361574055116498,0.0004180046879959515,0.007862085909667908,0.0723148110232996,0.01276525435126963,0.04923303087327684,0.0022871907929961433,adult,mostly
k=3,education,fnlwgt,income,0.030793169812865978,0.0010264389937621992,0.006797428442733712,0.061586339625731956,0.01177790558421632,0.029627182254549935,0.0008772589916134541,adult,mostly
k=3,education-num,fnlwgt,workclass,0.03865525572253388,0.0006442542620422314,0.0040129396830596645,0.07731051144506776,0.010368106386548757,0.038272953795894765,0.001462659215234709,adult,mostly
k=3,education-num,fnlwgt,marital-status,0.03648499242455264,0.0006080832070758773,0.0038491462266082507,0.07296998484910527,0.01064216393185882,0.03692505102391411,0.0013584821851359264,adult,mostly
k=3,education-num,fnlwgt,occupation,0.03824577208140535,0.0006374295346900892,0.00364440440604398,0.0764915441628107,0.009750182983381617,0.03709946346451048,0.0013744525307486507,adult,mostly
k=3,education-num,fnlwgt,relationship,0.03959706809712952,0.0006599511349521587,0.002784488759674051,0.07919413619425904,0.010217745120542854,0.038689242804811765,0.0014876216634065668,adult,mostly
k=3,education-num,fnlwgt,race,0.02940092543302895,0.000588018508660579,0.008312517914909293,0.0588018508660579,0.012827757240610896,0.035566030850905914,0.0012234692595424594,adult,mostly
k=3,education-num,fnlwgt,sex,0.026452643216903493,0.0013226321608451747,0.004094836411285368,0.052905286433806986,0.011148789042376078,0.023497035703183778,0.0005519707504893041,adult,mostly
k=3,education-num,fnlwgt,hours-per-week,0.03451947094713566,0.0008629867736783915,0.005036648785881004,0.06903894189427132,0.010451222663356883,0.029679961740718182,0.0008804711090978951,adult,mostly
k=3,education-num,fnlwgt,native-country,0.029073338520126116,0.000492768449493663,0.005487080791122395,0.05814667704025223,0.010845056538059436,0.04012070701304458,0.0015191213713119463,adult,mostly
k=3,education-num,fnlwgt,income,0.025551779206420714,0.0012775889603210357,0.005528029155235245,0.05110355841284143,0.01090072833289989,0.023545613034466898,0.0005541083210340591,adult,mostly
k=3,capital-gain,fnlwgt,workclass,0.016747880922157156,0.001116525394810477,0.0064288931657180415,0.03349576184431431,0.009551419885420877,0.016769622080737553,0.0002811480221097602,adult,mostly
k=3,capital-gain,fnlwgt,marital-status,0.01900004094836411,0.0012666693965576073,0.004750010237091026,0.03800008189672822,0.009389594717910926,0.02089257463315812,0.00043591104081162576,adult,mostly
k=3,capital-gain,fnlwgt,occupation,0.020556078784652557,0.0013704052523101705,0.005937512796363786,0.04111215756930511,0.010624660490591485,0.019667622556676506,0.00038670502811434233,adult,mostly
k=3,capital-gain,fnlwgt,relationship,0.025592727570533557,0.0017061818380355704,0.004463371688301049,0.051185455141067114,0.012041743577109697,0.02320837856263778,0.0005383964465293702,adult,mostly
k=3,capital-gain,fnlwgt,race,0.016911674378608563,0.001352933950288685,0.007698292453216488,0.033823348757217125,0.011906049343853854,0.019790151462609956,0.0003912349346129985,adult,mostly
k=3,capital-gain,fnlwgt,sex,0.01195692232095329,0.002391384464190658,0.004340526595962485,0.02391384464190658,0.00852670412174465,0.009581725881591082,9.180698038987485e-05,adult,mostly
k=3,capital-gain,fnlwgt,hours-per-week,0.013431063429016015,0.0013431063429016016,0.0034806109495925525,0.02686212685803203,0.007683903516452139,0.011204266811344281,0.00012552932612094222,adult,mostly
k=3,capital-gain,fnlwgt,native-country,0.01330821833667746,0.0008872145557784973,0.004504320052413913,0.02661643667335492,0.008029639049567968,0.019386975697662887,0.0003750231554154941,adult,mostly
k=3,capital-gain,fnlwgt,income,0.009827607387084884,0.0019655214774169766,0.004872855329429576,0.019655214774169767,0.008009776354360834,0.010485325761546533,0.00010993355056089241,adult,mostly
